length_url,length_hostname,ip,nb_slash,nb_www,ratio_digits_url,nb_hyperlinks,phish_hints,longest_word_path,shortest_word_path,avg_word_path,length_words_raw,longest_words_raw,ratio_extHyperlinks,ratio_extRedirection,ratio_intHyperlinks,status
42,19,0,3,0,0.0,7,0,9,5,7.0,5,9,0.142857143,1.0,0.857142857,1
23,15,0,3,1,0.0,37,0,0,0,0.0,3,3,0.72972973,0.2592592589999999,0.27027027,0
131,54,1,4,1,0.13740458,4,0,17,2,7.375,14,17,0.0,0.0,1.0,1
57,12,0,6,1,0.0,64,0,11,3,6.6,7,11,0.09375,0.0,0.90625,0
70,19,0,4,0,0.085714286,0,0,10,2,6.333333333,8,10,0.0,0.0,0.0,0
52,19,0,5,0,0.0192307689999999,12,1,7,3,5.25,5,15,0.0,0.0,1.0,1
206,21,1,3,0,0.325242718,0,0,24,1,10.8,18,24,0.0,0.0,0.0,1
52,16,0,4,0,0.0,635,0,8,4,6.0,6,9,0.088188976,0.053571429,0.911811024,0
35,14,0,4,1,0.0,95,0,8,4,6.0,4,8,0.021052632,0.5,0.978947368,0
63,22,0,7,0,0.0,590,2,8,2,4.666666667,8,15,0.030508475,0.055555556,0.969491525,1
64,39,0,4,0,0.015625,22,3,7,2,3.5,10,9,0.818181818,0.166666667,0.181818182,1
50,19,0,5,1,0.0,40,2,8,3,5.0,6,11,0.875,0.085714286,0.125,1
89,15,0,7,1,0.112359551,15,0,11,2,5.0,13,11,0.666666667,0.0,0.333333333,0
119,12,1,8,1,0.218487395,503,0,40,1,9.888888889,10,40,0.988071571,0.016096579,0.0119284289999999,1
47,20,0,4,0,0.0,5,0,9,9,9.0,3,16,0.0,0.0,1.0,1
44,28,0,4,0,0.0,22,0,5,2,3.5,4,17,0.772727273,0.294117647,0.2272727269999999,1
203,18,0,27,0,0.0,130,0,10,2,4.741935484,32,12,0.115384615,0.133333333,0.884615385,1
33,12,1,3,1,0.212121212,584,0,7,5,6.0,4,7,0.251712329,0.006802721,0.7482876709999999,0
64,23,1,5,0,0.140625,28,1,15,3,7.25,7,15,0.0,0.0,1.0,1
33,11,0,3,0,0.0,25,0,13,13,13.0,2,13,0.48,0.0,0.52,0
68,42,0,4,0,0.058823529,21,3,7,2,3.75,10,9,0.80952381,0.176470588,0.19047619,1
41,32,0,3,0,0.0,152,0,0,0,0.0,2,18,0.546052632,0.108433735,0.4539473679999999,0
27,18,0,3,1,0.0,1341,0,0,0,0.0,2,11,0.014168531,0.210526316,0.985831469,0
61,21,0,4,1,0.098360656,30,0,8,1,4.5,8,13,0.566666667,0.0,0.433333333,0
21,14,0,2,0,0.0,93,0,0,0,0.0,1,11,0.311827957,0.310344828,0.688172043,0
29,20,0,3,1,0.0,138,0,0,0,0.0,2,9,0.833333333,0.043478261,0.166666667,0
152,24,1,12,1,0.125,2,4,32,2,6.375,19,32,1.0,0.0,0.0,1
54,36,0,3,0,0.0,11,0,8,8,8.0,6,8,1.0,0.0,0.0,1
79,28,1,4,0,0.265822785,89,0,27,1,9.75,8,27,0.449438202,0.8,0.5505617979999999,1
67,9,0,6,0,0.0,37,0,10,4,7.333333333,7,10,0.513513514,0.052631579,0.486486486,0
40,31,1,3,0,0.25,21,0,0,0,0.0,4,14,0.80952381,0.294117647,0.19047619,1
58,16,0,4,0,0.0,159,0,10,4,7.5,6,10,0.050314465,0.375,0.949685535,0
52,21,0,4,1,0.0,139,0,9,5,6.666666667,5,13,0.136690647,0.473684211,0.863309353,0
53,22,0,3,1,0.0,184,0,14,8,11.0,4,14,0.005434783,0.0,0.994565217,0
43,19,0,4,1,0.0,12,0,5,4,4.666666667,5,11,0.0,0.0,1.0,0
44,29,0,3,0,0.045454545,7,1,4,2,3.0,4,18,0.0,0.0,1.0,1
129,54,1,5,1,0.093023256,51,0,17,2,8.142857142999999,13,17,0.0,0.0,1.0,1
40,31,0,3,1,0.0,68,0,0,0,0.0,2,23,0.294117647,0.25,0.705882353,0
124,46,1,5,1,0.225806452,51,0,17,2,7.375,13,17,0.0,0.0,1.0,1
47,13,0,6,0,0.0,6,0,6,3,4.4,6,9,0.5,0.0,0.5,1
62,27,0,5,0,0.0,1,2,9,2,6.0,5,23,0.0,0.0,1.0,1
24,16,0,3,1,0.0,43,0,0,0,0.0,2,6,0.4883720929999999,0.380952381,0.511627907,0
124,46,1,5,1,0.129032258,51,0,17,2,7.375,13,17,0.0,0.0,1.0,1
102,20,0,13,0,0.019607843,1,0,9,3,5.25,13,16,0.0,0.0,1.0,1
75,19,0,3,0,0.053333333,284,0,9,1,4.222222222,11,9,0.052816901,0.0,0.947183099,0
59,37,0,4,0,0.13559322,4,0,13,13,13.0,3,18,0.0,0.0,1.0,1
59,17,0,6,0,0.06779661,13,1,8,3,4.833333333,7,13,0.0,0.0,1.0,1
31,17,0,4,1,0.0,140,0,4,4,4.0,3,10,0.042857143,0.0,0.957142857,0
37,14,0,4,1,0.0,45,0,13,13,13.0,3,13,0.333333333,0.2,0.666666667,0
34,18,0,4,0,0.0,125,0,3,1,1.666666667,5,10,0.048,1.0,0.952,0
40,31,0,3,0,0.0,1,0,0,0,0.0,4,11,1.0,0.0,0.0,1
61,18,0,4,1,0.0,94,0,13,5,8.0,6,13,0.063829787,0.0,0.936170213,0
42,21,0,5,0,0.0,13,0,7,4,5.5,3,15,0.230769231,0.0,0.7692307690000001,1
46,23,0,4,1,0.0,263,0,10,3,6.5,5,10,0.2205323189999999,0.25862069,0.779467681,0
28,19,0,3,1,0.0,73,0,0,0,0.0,2,8,0.328767123,0.166666667,0.671232877,0
68,21,0,7,0,0.014705882,5,3,10,2,5.5,8,10,0.0,0.0,1.0,1
49,31,1,5,0,0.142857143,116,0,6,2,4.0,5,9,0.120689655,0.214285714,0.879310345,1
42,19,0,3,1,0.119047619,81,0,5,4,4.333333333,5,11,0.530864198,0.139534884,0.4691358020000001,0
71,26,0,4,1,0.0,48,0,11,3,6.4,7,18,0.4166666670000001,0.05,0.583333333,0
49,24,0,4,1,0.0,90,0,6,4,5.0,5,16,0.477777778,0.0,0.522222222,1
47,39,0,3,0,0.0,13,1,0,0,0.0,6,9,0.538461538,0.0,0.461538462,1
45,12,0,6,0,0.066666667,224,0,11,4,7.333333333,4,11,0.133928571,0.066666667,0.8660714290000001,0
31,23,0,3,1,0.0,205,0,0,0,0.0,2,13,0.175609756,0.083333333,0.824390244,0
46,28,1,3,0,0.1956521739999999,21,2,7,2,4.5,6,11,0.80952381,0.294117647,0.19047619,1
51,18,0,8,1,0.098039216,0,0,6,2,3.8,7,10,0.0,0.0,0.0,1
44,16,0,3,0,0.272727273,35,0,5,4,4.25,6,7,0.542857143,0.1578947369999999,0.457142857,0
71,25,1,4,0,0.169014085,582,0,7,3,5.333333333,8,14,0.7113402059999999,0.1328502419999999,0.2886597939999999,1
25,16,0,3,1,0.0,89,0,0,0,0.0,2,9,0.539325843,0.020833333,0.460674157,0
137,10,1,3,0,0.3430656929999999,31,1,16,2,8.916666667000001,13,16,0.516129032,0.4375,0.4838709679999999,1
50,25,0,3,1,0.02,18,1,5,1,3.5,6,17,0.166666667,0.0,0.833333333,1
